Account_ID,Account_Number,Name,Account_Type,Balance,Fixed_Deposit,Recurring_Deposit,Loan_Amount,Interest_Rate,Branch,City,Country,Email,Phone_Number,Transaction_Type,Withdrawal,Deposit,Transaction_Date,Account_Open_Date,Notes,Possible,negative,Total_Balance,Loan_Status,Customer_Tenure,Account_Category,Interest_Per_Year,Zero_Balance_Flag,inconsistent_date
ACC104754,3755327375,Aisha,Savings,2417439.0,86743,37120,1860673.0,8,Bangalore,,United States,aisha@gmail.com,8280563383.0,Debit,192050,45259,2017-09-08,2018-02-01,,False,False,2541302.0,1,-146 days,High Balance,148853.84,0,False
ACC104898,6270390880,Mani,RD,1752672.0,97526,10381,1319367.0,10,Bangalore,Mumbai,United Arab Emirites,mani@gmail.com,8818128234.0,Credit,-32250,-48912,2017-09-08,2020-10-23,Temp,False,True,1860579.0,1,-1141 days,High Balance,131936.7,0,False
ACC101351,4871780856,Robert,Savings,224072.0,24591,13891,1335524.0,16,Chennai,Dubai,United States,robert@gmail.com,8135408823.0,Debit,189053,1243,2017-09-10,2018-06-23,Check,False,False,262554.0,1,-286 days,High Balance,213683.84,0,False
ACC104056,6945161542,Robert,Savings,3393030.0,57756,13959,894739.0,16,Mumbai,Mumbai,United Arab Emirites,robert@gmail.com,2746541866.0,Debit,-29536,65981,2017-09-11,2020-11-11,Remove,False,True,3464745.0,1,-1157 days,High Balance,143158.24,0,False
ACC100195,6079539213,Priya,Unknown,2555221.0,65333,49420,1641536.0,12,Bangalore,,India,priya@gmail.com,2545906819.0,Debit,16125,167516,2017-09-12,2024-11-12,Remove,False,False,2669974.0,1,-2618 days,High Balance,196984.32,0,False
ACC101805,4686855683,Priya,FD,978994.0,33387,16041,830439.0,12,Delhi,Mumbai,United States,priya@gmail.com,5395618629.0,Credit,110245,81128,2017-09-12,2022-01-17,,False,False,1028422.0,1,-1588 days,High Balance,99652.68,0,False
ACC103067,4573146763,Kumar,FD,3289364.0,29351,48490,1782989.0,10,Bangalore,Chennai,United Arab Emirites,kumar@gmail.com,6700613544.0,Credit,138556,131415,2017-09-12,2024-05-07,,False,False,3367205.0,1,-2429 days,High Balance,178298.90000000002,0,False
ACC101350,5393347258,Kumar,RD,4504342.0,25511,39224,480785.0,12,Hyderabad,New York,India,kumar@gmail.com,7036807133.0,Debit,-42612,69280,2017-09-13,2015-06-27,Remove,False,True,4569077.0,1,809 days,High Balance,57694.2,0,False
ACC102736,4459443690,Priya,Unknown,4349400.0,54588,6706,817056.0,8,Bangalore,Mumbai,United Arab Emirites,priya@gmail.com,6482562.0,Credit,138244,9370,2017-09-14,2016-04-04,Check,False,False,4410694.0,1,528 days,High Balance,65364.48,0,False
ACC103626,4473977017,Aisha,FD,4589956.0,41150,42354,273108.0,12,Hyderabad,Chennai,India,aisha@gmail.com,4527758227.0,Credit,183751,186749,2017-09-14,2021-08-06,Check,False,False,4673460.0,1,-1422 days,High Balance,32772.96,0,False
ACC101461,8712514525,John,Current,2921047.0,21735,34808,1889771.0,16,Hyderabad,Mumbai,United Arab Emirites,john@gmail.com,7372075827.0,Credit,156337,37773,2017-09-14,2024-12-08,,False,False,2977590.0,1,-2642 days,High Balance,302363.36,0,False
ACC102310,6234561602,Kavi,Unknown,3878285.0,68444,6332,151109.0,14,Bangalore,Dubai,United States,kavi@gmail.com,6794995760.0,Credit,-28751,65160,2017-09-15,2018-12-02,Check,False,True,3953061.0,1,-443 days,High Balance,21155.260000000002,0,False
ACC101178,2230357004,Kavi,RD,4991257.0,50787,42683,1849819.0,14,Chennai,Mumbai,United States,kavi@gmail.com,3053310294.0,Debit,-16595,133229,2017-09-16,2021-08-19,Temp,False,True,5084727.0,1,-1433 days,High Balance,258974.66000000003,0,False
ACC104567,2484334489,Fatima,Savings,1936196.0,12918,6587,1714905.0,12,Chennai,New York,United Arab Emirites,fatima@gmail.com,716431358.0,Debit,-22327,162017,2017-09-16,2016-01-02,Check,False,True,1955701.0,1,623 days,High Balance,205788.6,0,False
ACC100869,8632813611,Aisha,RD,4472021.0,70656,14678,753488.0,10,Hyderabad,,United States,aisha@gmail.com,2529417765.0,Debit,109941,183151,2017-09-19,2018-10-15,Remove,False,False,4557355.0,1,-391 days,High Balance,75348.8,0,False
ACC102029,5806310310,Priya,Savings,1835269.0,28426,17865,681720.0,12,Chennai,Delhi,,priya@gmail.com,2066716894.0,Credit,93862,172972,2017-09-21,2015-01-25,Check,False,False,1881560.0,1,970 days,High Balance,81806.4,0,False
ACC103628,6006058051,Kumar,Unknown,4941165.0,81206,18758,0.0,12,Bangalore,Delhi,India,kumar@gmail.com,6779017660.0,Debit,39405,57378,2017-09-21,2020-12-15,Temp,False,False,5041129.0,0,-1181 days,High Balance,0.0,0,False
ACC103328,2527272941,Fatima,Unknown,1620968.0,2412,37810,1086206.0,12,Chennai,Mumbai,United States,fatima@gmail.com,7822356012.0,Credit,145878,88702,2017-09-22,2018-10-02,Remove,False,False,1661190.0,1,-375 days,High Balance,130344.72,0,False
ACC101511,2781271742,Priya,FD,3562869.0,60606,16524,1947401.0,10,Mumbai,Delhi,United States,priya@gmail.com,3172358324.0,Debit,158325,52498,2017-09-23,2015-02-28,Remove,False,False,3639999.0,1,938 days,High Balance,194740.1,0,False
ACC100928,8275413177,Fatima,Current,4384306.0,83035,3932,1127174.0,16,Hyderabad,Dubai,India,fatima@gmail.com,4183881881.0,Credit,95682,16036,2017-09-24,2018-11-17,Check,False,False,4471273.0,1,-419 days,High Balance,180347.84,0,False
ACC104464,6944547495,Kumar,Savings,1109012.0,34669,17440,0.0,10,Bangalore,New York,United Arab Emirites,kumar@gmail.com,126412739.0,Credit,154642,107272,2017-09-24,2020-02-23,,False,False,1161121.0,0,-882 days,High Balance,0.0,0,False
ACC103961,6391546983,John,Current,2390026.0,71154,1308,73515.0,12,Delhi,Chennai,United Arab Emirites,john@gmail.com,3881604947.0,Debit,4199,102349,2017-09-24,2022-11-26,Remove,False,False,2462488.0,1,-1889 days,High Balance,8821.8,0,False
ACC104660,8797060802,Divya,Savings,1154724.0,14332,29058,193567.0,16,Delhi,Delhi,India,divya@gmail.com,465306334.0,Debit,157841,-46295,2017-09-27,2019-09-12,,False,True,1198114.0,1,-715 days,High Balance,30970.72,0,False
ACC101228,4472961224,Arun,Savings,3930503.0,54219,47964,587447.0,14,Delhi,Mumbai,United States,arun@gmail.com,6613971397.0,Debit,51337,141199,2017-09-30,2019-05-19,,False,False,4032686.0,1,-596 days,High Balance,82242.58,0,False
ACC103159,5472516343,Robert,FD,1148128.0,92260,14449,59627.0,14,Bangalore,Chennai,,robert@gmail.com,2389468401.0,Debit,180154,168694,2017-10-03,2016-01-04,,False,False,1254837.0,1,638 days,High Balance,8347.78,0,False
ACC104350,7591577427,Fatima,Savings,3519356.0,43475,46395,141704.0,12,Hyderabad,,India,fatima@gmail.com,6271373497.0,Debit,38414,64401,2017-10-04,2024-03-03,Check,False,False,3609226.0,1,-2342 days,High Balance,17004.48,0,False
ACC100358,3221004595,Arun,FD,2919852.0,83694,14728,0.0,10,Mumbai,New York,,arun@gmail.com,6757299050.0,Credit,169803,196941,2017-10-06,2023-01-01,,False,False,3018274.0,0,-1913 days,High Balance,0.0,0,False
ACC102293,9286309859,Kumar,Unknown,4425647.0,19399,11818,430600.0,12,Delhi,,United States,kumar@gmail.com,0.0,Debit,168277,127294,2017-10-08,2020-11-05,Remove,False,False,4456864.0,1,-1124 days,High Balance,51672.0,0,False
ACC100281,7964369900,Kumar,RD,487691.0,46505,33332,1380772.0,8,Mumbai,Mumbai,India,kumar@gmail.com,1492859263.0,Credit,198550,165699,2017-10-12,2020-10-12,,False,False,567528.0,1,-1096 days,High Balance,110461.76000000001,0,False
ACC102455,8225127098,Fatima,Current,4794638.0,16106,15205,1343845.0,12,Chennai,Delhi,United States,fatima@gmail.com,0.0,Debit,44817,249,2017-10-15,2018-08-23,Remove,False,False,4825949.0,1,-312 days,High Balance,161261.4,0,False
ACC104225,8613559102,Arun,Current,334583.0,48204,12092,1087424.0,12,Mumbai,Delhi,United States,arun@gmail.com,0.0,Debit,-15384,-37483,2017-10-17,2019-01-13,Check,False,True,394879.0,1,-453 days,High Balance,130490.87999999999,0,False
ACC102731,7545472728,Divya,RD,3085635.0,97249,8252,0.0,10,Bangalore,Dubai,United States,divya@gmail.com,6073798622.0,Debit,16065,-14994,2017-10-18,2021-09-09,,False,True,3191136.0,0,-1422 days,High Balance,0.0,0,False
ACC103953,3152367881,Arun,Unknown,4441722.0,40675,40069,0.0,14,Bangalore,Mumbai,India,arun@gmail.com,868484578.0,Debit,134808,82128,2017-10-23,2017-11-16,Remove,False,False,4522466.0,0,-24 days,High Balance,0.0,0,False
ACC103162,2321568654,Priya,FD,2940438.0,35044,35739,0.0,14,Hyderabad,New York,United States,priya@gmail.com,633261697.0,Debit,16299,29165,2017-10-27,2015-03-31,Temp,False,False,3011221.0,0,941 days,High Balance,0.0,0,False
ACC101451,9581088746,Arun,FD,2637772.0,82418,11433,233724.0,16,Bangalore,Delhi,,arun@gmail.com,4753467415.0,Debit,161444,20681,2017-10-27,2018-01-16,,False,False,2731623.0,1,-81 days,High Balance,37395.840000000004,0,False
ACC100381,8443835579,Robert,FD,404623.0,11219,9399,1983286.0,14,Bangalore,Chennai,India,robert@gmail.com,3302458880.0,Debit,101328,-16178,2017-10-28,2015-07-27,Remove,False,True,425241.0,1,824 days,High Balance,277660.04000000004,0,False
ACC104992,7462281200,Divya,FD,2417439.0,50883,3588,1171066.0,8,Chennai,,India,divya@gmail.com,1144081617.0,Credit,136329,28745,2017-11-02,2020-12-12,Check,False,False,2471910.0,1,-1136 days,High Balance,93685.28,0,False
ACC103986,3081333903,Fatima,Unknown,930405.0,3338,12207,1397192.0,8,Hyderabad,Delhi,United Arab Emirites,fatima@gmail.com,9488324115.0,Credit,124900,-33981,2017-11-02,2017-11-25,Check,False,True,945950.0,1,-23 days,High Balance,111775.36,0,False
ACC103213,9311612206,Arun,FD,1523216.0,36387,13399,597289.0,16,Hyderabad,Delhi,United Arab Emirites,arun@gmail.com,2755667445.0,Credit,197930,99084,2017-11-03,2016-06-13,Temp,False,False,1573002.0,1,508 days,High Balance,95566.24,0,False
AC-101081,7214410065,Fatima,Savings,57014.0,4902,19612,1553869.0,8,Hyderabad,New York,United Arab Emirites,fatima@gmail.com,0.0,Debit,-19204,167425,2017-11-05,2017-07-14,Check,False,True,81528.0,1,114 days,Medium Balance,124309.52,0,False
ACC103439,9767387155,John,Current,1807943.0,32964,16451,602263.0,16,Bangalore,Dubai,United States,john@gmail.com,4643845102.0,Credit,77738,120625,2017-11-06,2019-02-28,,False,False,1857358.0,1,-479 days,High Balance,96362.08,0,False
ACC100718,7586914880,John,Current,1881430.0,9529,24154,624198.0,10,Bangalore,New York,United States,john@gmail.com,1177596084.0,Credit,4681,144304,2017-11-07,2021-11-30,Remove,False,False,1915113.0,1,-1484 days,High Balance,62419.8,0,False
ACC101380,8374576088,John,Savings,2417439.0,92248,48461,821801.0,12,Chennai,Mumbai,United Arab Emirites,john@gmail.com,0.0,Credit,-821,-1931,2017-11-07,2019-03-31,Check,False,True,2558148.0,1,-509 days,High Balance,98616.12,0,False
ACC102168,3801346594,Arun,FD,2013566.0,94818,29777,431642.0,8,Mumbai,Chennai,India,arun@gmail.com,380678689.0,Credit,-20265,188031,2017-11-08,2020-10-29,,False,True,2138161.0,1,-1086 days,High Balance,34531.36,0,False
AC-102339,4263237978,Priya,Current,3509832.0,20873,18481,587199.0,8,Bangalore,,United Arab Emirites,priya@gmail.com,0.0,Credit,183937,61345,2017-11-09,2022-04-24,Check,False,False,3549186.0,1,-1627 days,High Balance,46975.92,0,False
ACC101877,6498844614,Robert,Current,1689276.0,89393,20375,104379.0,10,Delhi,Mumbai,India,robert@gmail.com,8049636844.0,Debit,127606,185316,2017-11-10,2018-06-09,,False,False,1799044.0,1,-211 days,High Balance,10437.900000000001,0,False
ACC104541,3886157562,Kumar,FD,1454481.0,34515,21342,1951603.0,8,Bangalore,Dubai,India,kumar@gmail.com,0.0,Credit,52945,84690,2017-11-11,2016-03-13,Remove,False,False,1510338.0,1,608 days,High Balance,156128.24,0,False
ACC104894,5034538980,Divya,Unknown,849011.0,29953,29284,1469342.0,10,Delhi,Delhi,United States,divya@gmail.com,6623112650.0,Debit,-5768,94369,2017-11-12,2022-12-18,,False,True,908248.0,1,-1862 days,High Balance,146934.2,0,False
ACC104777,1023428677,Kumar,Savings,4414949.0,45999,10061,560869.0,10,Bangalore,,United States,kumar@gmail.com,9480013622.0,Credit,183330,27832,2017-11-15,2024-03-16,,False,False,4471009.0,1,-2313 days,High Balance,56086.9,0,False
AC-100130,6581592079,John,Savings,3681404.0,12449,24297,1804188.0,8,Chennai,Delhi,India,john@gmail.com,1197162767.0,Credit,-39793,168401,2017-11-16,2022-08-12,Temp,False,True,3718150.0,1,-1730 days,High Balance,144335.04,0,False
ACC100510,7367313043,Priya,Current,1538321.0,1128,13986,32311.0,8,Hyderabad,Dubai,United Arab Emirites,priya@gmail.com,268160154.0,Debit,85052,101958,2017-11-16,2022-01-05,,False,False,1553435.0,1,-1511 days,High Balance,2584.88,0,False
ACC103019,6607901441,Arun,FD,2785410.0,54297,27587,831737.0,8,Mumbai,Delhi,United States,arun@gmail.com,8384832634.0,Debit,-11326,195000,2017-11-18,2021-04-26,Check,False,True,2867294.0,1,-1255 days,High Balance,66538.96,0,False
ACC104255,9680004937,Arun,Current,4822003.0,43686,31556,1222625.0,16,Mumbai,Chennai,United States,arun@gmail.com,3227256077.0,Debit,-36257,53954,2017-11-20,2023-11-12,,False,True,4897245.0,1,-2183 days,High Balance,195620.0,0,False
ACC103076,3305240477,Mani,RD,2269213.0,72590,15244,1249398.0,8,Bangalore,Dubai,United States,mani@gmail.com,1936062627.0,Debit,180557,86800,2017-11-21,2022-05-28,Remove,False,False,2357047.0,1,-1649 days,High Balance,99951.84,0,False
ACC103662,4077062353,Aisha,Savings,1213406.0,72417,15447,1226885.0,10,Bangalore,Dubai,India,aisha@gmail.com,8937320318.0,Debit,145484,-15913,2017-11-21,2019-10-02,Check,False,True,1301270.0,1,-680 days,High Balance,122688.5,0,False
ACC103839,7904247334,Priya,Savings,418744.0,87685,25637,1023003.0,12,Delhi,,United Arab Emirites,priya@gmail.com,2401184015.0,Debit,-35564,161152,2017-11-21,2021-09-16,Check,False,True,532066.0,1,-1395 days,High Balance,122760.36,0,False
ACC101194,6971349775,Divya,Current,1006212.0,62125,30398,843828.0,12,Delhi,Delhi,,divya@gmail.com,6013684764.0,Credit,70249,65618,2017-11-24,2017-01-18,Remove,False,False,1098735.0,1,310 days,High Balance,101259.36,0,False
ACC102198,9395487457,Fatima,Savings,2616685.0,72107,34543,672790.0,14,Mumbai,New York,India,fatima@gmail.com,0.0,Credit,193675,-24209,2017-11-25,2024-01-23,Temp,False,True,2723335.0,1,-2250 days,High Balance,94190.6,0,False
ACC101334,6919679379,Fatima,Current,1381910.0,84215,12270,265318.0,10,Delhi,Dubai,United States,fatima@gmail.com,5433335548.0,Debit,32719,110769,2017-11-27,2024-07-30,,False,False,1478395.0,1,-2437 days,High Balance,26531.800000000003,0,False
ACC104239,4643956426,Divya,Current,2017816.0,58244,4166,0.0,8,Mumbai,Delhi,United States,divya@gmail.com,0.0,Debit,26398,94487,2017-11-28,2019-09-28,Remove,False,False,2080226.0,0,-669 days,High Balance,0.0,0,False
ACC102274,5401112841,John,Unknown,4071064.0,15745,1516,604803.0,16,Mumbai,Delhi,India,john@gmail.com,1627383134.0,Debit,-20555,86414,2017-11-30,2021-08-27,Check,False,True,4088325.0,1,-1366 days,High Balance,96768.48,0,False
ACC103726,9921571154,Robert,Savings,2349997.0,99597,1600,1036116.0,14,Mumbai,New York,United Arab Emirites,robert@gmail.com,352249130.0,Credit,23424,78753,2017-11-30,2023-02-26,Remove,False,False,2451194.0,1,-1914 days,High Balance,145056.24000000002,0,False
ACC102720,8379123277,Robert,Current,2326719.0,96281,33223,1530742.0,12,Bangalore,,United Arab Emirites,robert@gmail.com,986171137.0,Credit,81678,-39668,2017-12-01,2018-10-13,Check,False,True,2456223.0,1,-316 days,High Balance,183689.03999999998,0,False
ACC103381,9720411060,Aisha,FD,972007.0,78054,47240,1090953.0,12,Chennai,New York,,aisha@gmail.com,8519804801.0,Credit,157939,100984,2017-12-01,2016-12-16,,False,False,1097301.0,1,350 days,High Balance,130914.36,0,False
ACC100711,6023050824,Aisha,Current,2355071.0,33864,13582,1427266.0,8,Hyderabad,New York,,aisha@gmail.com,2037412010.0,Debit,64090,24676,2017-12-02,2018-08-29,Remove,False,False,2402517.0,1,-270 days,High Balance,114181.28,0,False
ACC103845,4304382963,Priya,FD,3292469.0,78042,17715,111156.0,8,Bangalore,,,priya@gmail.com,5445622626.0,Credit,-1927,-14300,2017-12-05,2019-11-20,,False,True,3388226.0,1,-715 days,High Balance,8892.48,0,False
ACC102874,9841927408,Aisha,Savings,2822130.0,27522,41126,1606767.0,14,Hyderabad,,,aisha@gmail.com,3792444489.0,Debit,121313,86054,2017-12-06,2022-08-10,,False,False,2890778.0,1,-1708 days,High Balance,224947.38000000003,0,False
ACC101571,5709273401,John,Unknown,4987341.0,25759,21464,597192.0,12,Hyderabad,Delhi,India,john@gmail.com,6315357204.0,Credit,36019,-43537,2017-12-06,2017-10-07,Check,False,True,5034564.0,1,60 days,High Balance,71663.04,0,False
ACC100793,3786782355,Kavi,Savings,3295850.0,10133,6405,1027825.0,16,Mumbai,,United Arab Emirites,kavi@gmail.com,6857413005.0,Debit,113806,152685,2017-12-13,2020-03-18,Check,False,False,3312388.0,1,-826 days,High Balance,164452.0,0,False
ACC103874,1277601977,Kumar,RD,2977426.0,18223,3555,1595867.0,16,Hyderabad,Chennai,India,kumar@gmail.com,5976483398.0,Credit,27275,45753,2017-12-15,2019-09-30,Temp,False,False,2999204.0,1,-654 days,High Balance,255338.72,0,False
ACC101534,6065859657,Priya,FD,1172928.0,9013,3093,0.0,12,Hyderabad,Delhi,United States,priya@gmail.com,1296985060.0,Credit,71851,99333,2017-12-17,2021-12-18,Temp,False,False,1185034.0,0,-1462 days,High Balance,0.0,0,False
ACC103296,1526110601,Kavi,Savings,2417439.0,38263,6427,571701.0,12,Delhi,,United Arab Emirites,kavi@gmail.com,5342979976.0,Debit,185062,107021,2017-12-17,2019-05-07,,False,False,2462129.0,1,-506 days,High Balance,68604.12,0,False
ACC102656,9670145751,John,Savings,2417439.0,87569,12191,384828.0,16,Bangalore,Dubai,United States,john@gmail.com,4400041279.0,Debit,35987,-45524,2017-12-17,2024-08-19,Temp,False,True,2517199.0,1,-2437 days,High Balance,61572.48,0,False
ACC102475,6238172353,Fatima,FD,111049.0,29600,41943,847207.0,16,Chennai,New York,,fatima@gmail.com,2844409101.0,Credit,79086,-44338,2017-12-20,2018-01-22,,False,True,182592.0,1,-33 days,Medium Balance,135553.12,0,False
ACC103407,4711344335,Divya,Unknown,4758434.0,48352,34692,1774462.0,8,Bangalore,New York,United States,divya@gmail.com,5001499192.0,Credit,14407,118446,2017-12-21,2017-06-27,,False,False,4841478.0,1,177 days,High Balance,141956.96,0,False
ACC100172,8673853911,Aisha,RD,2039934.0,203,16544,1531326.0,14,Mumbai,New York,United States,aisha@gmail.com,0.0,Debit,-6605,105103,2017-12-29,2023-01-19,Temp,False,True,2056681.0,1,-1847 days,High Balance,214385.64,0,False
ACC101522,1006897498,Divya,Savings,908225.0,3961,35382,670226.0,16,Bangalore,New York,United States,divya@gmail.com,1426244105.0,Credit,26719,142057,2018-01-01,2020-02-25,Temp,False,False,947568.0,1,-785 days,High Balance,107236.16,0,False
ACC102019,3385867012,Kavi,Unknown,2921658.0,69604,8281,1865836.0,12,Chennai,Mumbai,India,kavi@gmail.com,9772374062.0,Credit,143586,151734,2018-01-02,2015-01-21,,False,False,2999543.0,1,1077 days,High Balance,223900.31999999998,0,False
ACC103485,7726138147,Arun,Current,2011751.0,9853,4875,20368.0,8,Mumbai,Delhi,United Arab Emirites,arun@gmail.com,2281370853.0,Credit,160432,18135,2018-01-03,2018-05-12,,False,False,2026479.0,1,-129 days,High Balance,1629.44,0,False
ACC100175,6890487265,John,Savings,2448578.0,70532,44594,1704858.0,16,Chennai,Mumbai,United Arab Emirites,john@gmail.com,5093581651.0,Debit,117361,-16660,2018-01-03,2021-05-13,,False,True,2563704.0,1,-1226 days,High Balance,272777.28,0,False
ACC102253,9309203537,Robert,Savings,190592.0,41464,21620,1555357.0,16,Delhi,Dubai,India,robert@gmail.com,5955343584.0,Debit,121462,131974,2018-01-05,2024-03-08,Temp,False,False,253676.0,1,-2254 days,Medium Balance,248857.12,0,False
ACC104481,1309668689,Aisha,Savings,2417439.0,3028,45603,0.0,14,Delhi,,United Arab Emirites,aisha@gmail.com,6439417174.0,Debit,8295,121140,2018-01-09,2021-10-06,,False,False,2466070.0,0,-1366 days,High Balance,0.0,0,False
ACC101190,1844118851,Divya,Current,2457416.0,43734,12983,697966.0,10,Bangalore,,United States,divya@gmail.com,8962843085.0,Credit,196387,-40124,2018-01-10,2023-09-16,Remove,False,True,2514133.0,1,-2075 days,High Balance,69796.6,0,False
ACC104912,5932065706,Arun,Unknown,1140064.0,32590,19157,1089978.0,8,Hyderabad,,India,arun@gmail.com,6222075208.0,Credit,184394,198332,2018-01-11,2016-07-04,,False,False,1191811.0,1,556 days,High Balance,87198.24,0,False
ACC100563,9241624633,Aisha,FD,2777700.0,79865,49150,932054.0,12,Bangalore,Delhi,India,aisha@gmail.com,534417134.0,Debit,87461,37897,2018-01-14,2017-04-29,Temp,False,False,2906715.0,1,260 days,High Balance,111846.48,0,False
ACC103422,2359040476,Aisha,Savings,1123548.0,26736,43632,1600783.0,10,Mumbai,Mumbai,United Arab Emirites,aisha@gmail.com,160912126.0,Credit,38603,184848,2018-01-14,2023-02-27,,False,False,1193916.0,1,-1870 days,High Balance,160078.30000000002,0,False
ACC103221,4455571066,Robert,Savings,1070708.0,48225,37792,949802.0,14,Bangalore,Dubai,United States,robert@gmail.com,0.0,Credit,182415,156515,2018-01-14,2019-11-01,,False,False,1156725.0,1,-656 days,High Balance,132972.28,0,False
ACC101561,7006715336,Robert,RD,1958188.0,90413,41612,424475.0,8,Mumbai,Dubai,India,robert@gmail.com,6613063855.0,Credit,27049,151641,2018-01-14,2020-07-21,Remove,False,False,2090213.0,1,-919 days,High Balance,33958.0,0,False
ACC102001,6640901511,Arun,Current,1928396.0,6043,40520,301092.0,16,Bangalore,Mumbai,,arun@gmail.com,0.0,Credit,162640,181042,2018-01-17,2015-06-26,Check,False,False,1974959.0,1,936 days,High Balance,48174.72,0,False
ACC102860,2738950109,Arun,Savings,3479367.0,15636,6197,36149.0,16,Chennai,,India,arun@gmail.com,1587045830.0,Credit,177004,97952,2018-01-17,2022-05-17,Check,False,False,3501200.0,1,-1581 days,High Balance,5783.84,0,False
ACC104413,7292566290,Aisha,RD,2616498.0,59061,6903,1301059.0,16,Bangalore,Chennai,India,aisha@gmail.com,950177125.0,Credit,167229,95241,2018-01-18,2020-07-17,,False,False,2682462.0,1,-911 days,High Balance,208169.44,0,False
ACC102166,1778573184,Fatima,FD,954744.0,47172,29819,1025424.0,8,Bangalore,New York,India,fatima@gmail.com,134096305.0,Debit,66473,113033,2018-01-19,2023-07-05,Remove,False,False,1031735.0,1,-1993 days,High Balance,82033.92,0,False
ACC101632,2500305533,Mani,Savings,2725127.0,77754,40564,1866853.0,12,Bangalore,Mumbai,United Arab Emirites,mani@gmail.com,8345968507.0,Debit,177777,-11093,2018-01-24,2020-03-27,,False,True,2843445.0,1,-793 days,High Balance,224022.36,0,False
ACC103762,1908419898,Aisha,Current,1564143.0,53359,43293,0.0,16,Hyderabad,Delhi,United States,aisha@gmail.com,6881777123.0,Credit,192020,27168,2018-01-26,2015-11-21,,False,False,1660795.0,0,797 days,High Balance,0.0,0,False
ACC102872,9483157346,Kumar,Current,1715021.0,61476,33952,1536074.0,10,Hyderabad,,,kumar@gmail.com,6521117027.0,Credit,167215,46181,2018-01-26,2017-03-26,Check,False,False,1810449.0,1,306 days,High Balance,153607.4,0,False
ACC102313,5436034997,John,Unknown,4876151.0,41966,45242,1266749.0,8,Bangalore,Mumbai,United Arab Emirites,john@gmail.com,3383790319.0,Credit,50307,93480,2018-01-26,2017-04-27,,False,False,4963359.0,1,274 days,High Balance,101339.92,0,False
ACC102033,2120868516,Kavi,Unknown,3941078.0,51078,31088,0.0,16,Chennai,Chennai,India,kavi@gmail.com,8910536227.0,Credit,13406,-34570,2018-01-27,2020-08-04,,False,True,4023244.0,0,-920 days,High Balance,0.0,0,False
ACC104238,6479945430,John,Unknown,4486429.0,2877,35345,536077.0,10,Hyderabad,Dubai,United States,john@gmail.com,753265815.0,Debit,-9861,159163,2018-01-28,2022-01-23,Temp,False,True,4524651.0,1,-1456 days,High Balance,53607.700000000004,0,False
ACC104005,9469902574,John,Current,2417439.0,22154,42896,255376.0,8,Mumbai,Chennai,United States,john@gmail.com,6150936774.0,Debit,122187,148836,2018-01-28,2017-02-03,,False,False,2482489.0,1,359 days,High Balance,20430.08,0,False
ACC104786,6596073844,Robert,FD,4960003.0,41390,13675,902447.0,8,Bangalore,Delhi,United States,robert@gmail.com,8411972015.0,Debit,182580,-5280,2018-01-30,2019-04-02,,False,True,5015068.0,1,-427 days,High Balance,72195.76,0,False
ACC103445,5107328828,Kumar,FD,1812924.0,66844,43079,778602.0,14,Bangalore,New York,India,kumar@gmail.com,7899565280.0,Debit,104650,-31907,2018-01-30,2019-03-01,Check,False,True,1922847.0,1,-395 days,High Balance,109004.28000000001,0,False
ACC104749,8258908103,Priya,FD,4967534.0,38875,36486,33987.0,16,Mumbai,Dubai,,priya@gmail.com,1258721687.0,Debit,42795,-32423,2018-02-05,2024-05-12,Remove,False,True,5042895.0,1,-2288 days,High Balance,5437.92,0,False
ACC103615,8897659756,Robert,Current,3655717.0,2374,41633,293081.0,16,Bangalore,Chennai,United States,robert@gmail.com,4237968256.0,Credit,655,-32789,2018-02-05,2020-05-18,Temp,False,True,3699724.0,1,-833 days,High Balance,46892.96,0,False
ACC100396,5334484860,Aisha,Savings,4433562.0,66267,799,1705818.0,14,Chennai,Delhi,United States,aisha@gmail.com,3861768720.0,Debit,63142,98345,2018-02-07,2024-01-06,,False,False,4500628.0,1,-2159 days,High Balance,238814.52000000002,0,False
ACC104981,8558632934,Arun,FD,4614678.0,7864,14595,466264.0,12,Bangalore,,United States,arun@gmail.com,3907511621.0,Debit,178419,2360,2018-02-07,2019-02-14,Remove,False,False,4637137.0,1,-372 days,High Balance,55951.68,0,False
ACC102601,9764197184,Robert,FD,4330230.0,33623,18334,0.0,12,Chennai,Mumbai,United States,robert@gmail.com,8505042998.0,Credit,112128,63145,2018-02-07,2022-02-22,Temp,False,False,4382187.0,0,-1476 days,High Balance,0.0,0,False
ACC103414,8136406630,Kumar,FD,3357994.0,57207,23190,54079.0,14,Bangalore,Dubai,United Arab Emirites,kumar@gmail.com,5627774647.0,Debit,101930,-11360,2018-02-09,2019-01-11,,False,True,3438391.0,1,-336 days,High Balance,7571.06,0,False
ACC103971,8467995323,Kavi,Current,2550356.0,85133,11155,346357.0,10,Hyderabad,Mumbai,India,kavi@gmail.com,697627747.0,Debit,102531,4486,2018-02-11,2017-10-13,Remove,False,False,2646644.0,1,121 days,High Balance,34635.700000000004,0,False
ACC102375,5851987897,Robert,Current,2041632.0,6977,40147,96329.0,8,Hyderabad,,India,robert@gmail.com,6813858866.0,Credit,96920,191755,2018-02-11,2018-11-02,,False,False,2088756.0,1,-264 days,High Balance,7706.32,0,False
